Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Event Name,Country,ISO,Region,Location,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured
2009-0204-BGD,2009,Natural,Meteorological,Storm,"Cyclone ""Aila""",Bangladesh,BGD,Southern Asia,"Khulna, Satkhira, Jessore, Bagerhat districts (Khulna province), Patuakhali, Bhola, Barisal, Barguna, Pirojpur, Jhalokati districts (Barisal province), Lakshmipur, Chittagong, Noakhali, Cox's Bazar, Feni, Chandpur districts (Chittagong province)",2009,5,25,2009,5,26,190,7103
2009-0294-BGD,2009,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,Habiganj district (Sylhet province),2009,7,3,2009,7,6,6,
2009-0354-IDN,2009,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Cianjur, Bandung, Kota Bandung, Garut, Tasikmalaya, Kota Tasilmalaya, Sukabumi, Kota Bogor, Bogor, Ciamis, Sumedang, Kuningan, Kota Banjar, Purwakarta, Kota Cimahi, Kota Sukabumi districts (Jawa Barat province), Cilacap district (Jawa Tengah province), Dki Jakarta province",2009,9,2,2009,9,2,128,1442
2009-0304-BGD,2009,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Comilla, Chittagong districts (Chittagong province), Dhaka, Rajshahi, Barisal, Khulna, Sylhet provinces",2009,7,29,2009,7,29,10,
2009-0472-BGD,2009,Technological,Technological,Transport accident,,Bangladesh,BGD,Southern Asia,Padmar river,2009,10,24,2009,10,24,14,
2009-0524-BGD,2009,Technological,Technological,Transport accident,Ferry,Bangladesh,BGD,Southern Asia,Daira river (Kirshorgank district),2009,12,4,2009,12,4,53,
2009-0525-BGD,2009,Technological,Technological,Transport accident,Ferry MV Koko-4,Bangladesh,BGD,Southern Asia,"Nazirpur, Lalmohon, Bhola",2009,11,27,2009,11,27,91,
2009-0619-CAN,2009,Natural,Meteorological,Storm,,Canada,CAN,Northern America,New Brunswick province,2009,8,1,2009,8,3,2,
2009-0189-CAN,2009,Natural,Hydrological,Flood,,Canada,CAN,Northern America,New Brunswick / Nouveau-Brunswick province,2009,4,1,2009,4,9,,
2009-0342-CAN,2009,Natural,Meteorological,Storm,Hurricane Bill,Canada,CAN,Northern America,"Nova Scotia, Newfoundland and Labrador provinces",2009,8,23,2009,8,23,,3
2009-0308-GIN,2009,Natural,Hydrological,Flood,,Guinea,GIN,Western Africa,"Kindia town (Kindia district, Kindia province), Conakry province,",2009,8,3,2009,8,3,2,
2009-0479-IDN,2009,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Raba village (Kota Bima district, Nusatenggara Barat province)",2009,11,8,2009,11,8,2,100
2009-0352-IDN,2009,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Batang Gadis, Muara villages (Mandailingnatal district, Sumatera Utara province), Tapanuli Selatan district (Sumatera Utara province)",2009,9,15,2009,9,18,38,
2009-0436-IDN,2009,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,Toli-toli district (Sulawesi Tengah province),2009,10,8,2009,10,8,,
2009-0540-IDN,2009,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Siau Timur area (Kepulauan-sangihe district, Sulawesi Utara province)",2009,12,8,2009,12,8,6,4
2009-0480-IDN,2009,Natural,Hydrological,Landslide,,Indonesia,IDN,South-Eastern Asia,Kota Palopo district (Sulawesi Selatan province),2009,11,8,2009,11,8,14,
2009-0196-IDN,2009,Technological,Technological,Transport accident,Military plane Air Force Fokker F-27,Indonesia,IDN,South-Eastern Asia,"Geplak (Magetan, Java Isl.)",2009,5,20,2009,5,20,100,15
2009-0520-IDN,2009,Technological,Technological,Transport accident,"Ferry ""Dumai Express 10""",Indonesia,IDN,South-Eastern Asia,Near Karimun Isl.,2009,11,22,2009,11,22,46,
2009-0231-IDN,2009,Technological,Technological,Industrial accident,Coal mine,Indonesia,IDN,South-Eastern Asia,Sawah Lunto (Sumatra Island),2009,6,16,2009,6,16,41,
2009-0208-IDN,2009,Technological,Technological,Miscellaneous accident,Aldulterated alcool,Indonesia,IDN,South-Eastern Asia,Bali Isl.,2009,5,23,2009,5,28,25,
2009-0533-IDN,2009,Technological,Technological,Miscellaneous accident,Karaoke club,Indonesia,IDN,South-Eastern Asia,Medan (North Sumatra),2009,12,4,2009,12,4,20,13
2010-0562-IDN,2010,Natural,Geophysical,Volcanic activity,Mt. Merapi,Indonesia,IDN,South-Eastern Asia,"Klaten, Kota Klaten, Magelang, Kota Magelang, Boyolali districts (Jawa Tengah province), Sleman district (Daerah Istimewa Yogyakarta province)",2010,10,24,2010,10,24,322,454
2010-0238-IDN,2010,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,Yapen district (Papua province),2010,6,16,2010,6,16,17,
2010-0512-IDN,2010,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Wasior I, Wasior II, Rado, Moru, Maniwak, Mangurrai, Wondamawi, Wondiboy villages (Telukwondama district, Papua Barat province)",2010,10,2,2010,10,6,291,3417
2010-0075-IDN,2010,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Ciwidey village (Bandung district, Jawa Barat province)",2010,2,23,2010,3,1,44,
2010-0301-IDN,2010,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Buru district (Maluku Utara province), Tanahlaut, Tanahbumbu districts (Kalimantan Selatan province)",2010,7,23,2010,7,25,21,7
2010-0563-IDN,2010,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,Kepulauan Mentawai district (Sumatera Barat province),2010,10,25,2010,10,25,530,412
2010-0686-BGD,2010,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,Mymensingh district (Dhaka province),2010,5,1,2010,5,2,15,50
2010-0269-BGD,2010,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Netrakona district (Dhaka province), Kurigram, Gaibandha, Lalmonirhat districts (Rangpur province), Sylhet province",2010,6,24,2010,6,24,,
2010-0676-BGD,2010,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Chittagong, Cox's Bazar, Feni, Lakshmipur, Noakhali districts (Chittagong province), Bagerhat, Khulna, Satkhira districts (Khulna province), Barisal province",2010,10,1,2010,10,12,15,
2010-0231-BGD,2010,Natural,Hydrological,Landslide,,Bangladesh,BGD,Southern Asia,"Cox's Bazar, Bandarban districts (Chittagong province)",2010,6,14,2010,6,15,66,100
2010-0171-BGD,2010,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,"Rangpur, Dinajpur, Nilphamari, Lalmonirhat, Kurigram, Gaibandha districts (Rangpur province), Sirajganj, Bogra districts (Rajshahi province)",2010,4,13,2010,4,14,8,200
2010-0205-BGD,2010,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,Lalmonirhat district (Rangpur province),2010,4,17,2010,4,17,3,
2010-0004-BGD,2010,Technological,Technological,Transport accident,,Bangladesh,BGD,Southern Asia,Kanaipur road,2010,1,1,2010,1,1,17,47
2010-0208-BGD,2010,Technological,Technological,Transport accident,Ferry,Bangladesh,BGD,Southern Asia,Sunamganj district,2010,6,8,2010,6,8,22,
2010-0631-BGD,2010,Technological,Technological,Transport accident,,Bangladesh,BGD,Southern Asia,Alipur,2010,12,18,2010,12,18,37,
2010-0644-BGD,2010,Technological,Technological,Industrial accident,Textil factory,Bangladesh,BGD,Southern Asia,Dacca,2010,12,14,2010,12,14,25,100
2010-0218-BGD,2010,Technological,Technological,Miscellaneous accident,Building,Bangladesh,BGD,Southern Asia,Dacca,2010,6,1,2010,6,1,25,25
2010-0085-BGD,2010,Technological,Technological,Miscellaneous accident,"Clothes factory ""Garib and Garib""",Bangladesh,BGD,Southern Asia,Gazipur,2010,2,25,2010,2,25,21,40
2010-0214-BGD,2010,Technological,Technological,Miscellaneous accident,Buildings,Bangladesh,BGD,Southern Asia,Kayettuli (Dacca),2010,6,3,2010,6,3,116,100
2010-0655-CAN,2010,Natural,Meteorological,Storm,,Canada,CAN,Northern America,"New Brunswick, Nova Scotia, Newfoundland and Labrador provinces",2010,12,26,2010,12,28,,
2010-0346-GIN,2010,Natural,Hydrological,Flood,,Guinea,GIN,Western Africa,Conakry province,2010,7,6,2010,7,6,7,
2010-0526-GIN,2010,Natural,Hydrological,Flood,,Guinea,GIN,Western Africa,"Mamou, Dounet towns (Mamou district, Mamou province), Labe town (Labe district, Labe province), Norassoba, Kouremale, Nounkounkan towns (Siguiri district, Kankan province), Lola town (Lola district, Nzerekore province)",2010,9,15,2010,9,18,1,6
2010-0614-GIN,2010,Technological,Technological,Transport accident,,Guinea,GIN,Western Africa,Near Coyah,2010,11,29,2010,11,29,19,9
2010-0446-IDN,2010,Natural,Geophysical,Volcanic activity,Mt. Sinabung,Indonesia,IDN,South-Eastern Asia,"Suka Meriah, Guru Kinayan, Gamber, Kuta Gugung, Siragong-Grang, Bekerah, Simacem, Sukanalu, Naman, Kebayaken, Kuta Rayat, Kuta Mbelin villages (Karo district, Sumatera Utara province)",2010,8,29,2010,9,7,1,1
2010-0034-IDN,2010,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,Kolaka Utara district (Sulawasi Tenggara province),2010,1,22,2010,1,22,10,
2010-0576-IDN,2010,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Toianas village (Timor Tengah Selatan district, Nusatenggara Timur province)",2010,11,2,2010,11,5,16,
2010-0026-IDN,2010,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,Jawa Timur province,2010,1,11,2010,1,11,5,
2010-0684-IDN,2010,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,Tabalong district (Kalimantan Selatan province),2010,9,11,2010,9,11,24,
2010-0533-IDN,2010,Natural,Hydrological,Landslide,,Indonesia,IDN,South-Eastern Asia,Sulawesi Tengah province,2010,10,12,2010,10,12,13,18
2010-0376-IDN,2010,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,Flores Archipel,2010,8,9,2010,8,9,10,
2010-0558-IDN,2010,Technological,Technological,Transport accident,Ferry,Indonesia,IDN,South-Eastern Asia,Nusa Tengarra,2010,10,22,2010,10,22,22,
2010-0514-IDN,2010,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,Petarukan Pemlang (Java),2010,10,2,2010,10,2,36,30
2010-0213-IDN,2010,Technological,Technological,Miscellaneous accident,Bridge,Indonesia,IDN,South-Eastern Asia,Sumatra Isl.,2010,6,6,2010,6,6,12,25
2011-0082-IDN,2011,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Holtekamp beach (Muara Tami area, Kota Jayapura district, Papua province)",2011,3,11,2011,3,11,1,
2011-0262-BGD,2011,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Cox's Bazar, Chittagong, Bandarban districts (Chittagong province), Satkhira, Jessore, Narail, Bagerhat, Chuadanga, Kushtia districts (Khulna province), Bogra, Sirajganj, Pabna, Naogaon districts (Rajshahi province), Lalmonirhat, Thakurgaon, Kurigram, Gaibandha districts (Rangpur province), Sherpur, Netrakona, Rajbari, Manikganj districts (Dhaka province)",2011,7,21,2011,7,29,10,
2011-0018-BGD,2011,Natural,Meteorological,Extreme temperature,,Bangladesh,BGD,Southern Asia,"Barguna district (Barisal province), Nazirpur upazila (Pirojpur district, Barisal province), Gaibandha, Kurigram, Thakurgaon, Dinajpur districts (Rangpur province), Gabura city (Rangpur district, Rangpur province), Domar upazila (Nilphamari district, Rangpur province), Tetulia upazila (Panchagarh district, Rangpur province), Dakope upazila (Khulna district, Khulna province), Kushtia, Chuadanga districts (Khulna province), Kalaroa upazila (Satkhira district, Khulna province), Tarail upazila (Kishoreganj district, Dhaka province), Manikganj, Sherpur districts (Dhaka province), Sirajganj, Rajshahi districts (Rajshahi province), Ishwardi city (Pabna district, Rajshahi province)",2011,1,7,2011,2,20,50,
2011-0257-BGD,2011,Technological,Technological,Transport accident,,Bangladesh,BGD,Southern Asia,Near Mirershorai (Chittagong),2011,7,11,2011,7,11,31,6
2011-0138-BGD,2011,Technological,Technological,Transport accident,Ferry,Bangladesh,BGD,Southern Asia,,2011,4,21,2011,4,21,32,20
2011-0131-CAN,2011,Natural,Hydrological,Flood,,Canada,CAN,Northern America,"Manitoba, Saskatchewan, Quebec, Alberta provinces",2011,4,4,2011,5,31,5,
2011-0094-IDN,2011,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Hadiwarno, Jojo, Mejobo, Tenggeles, Kesambi, Golan, Sdanag, Pladen, Bulung Cangkring, Klaling, Sidorekso, Kedungdowo, Gamong, Papringan, Mijen, Karang Rowo, Mgawon, Ngembal Rajo, Manewan, Soco, Singocandi villages (Kudus district, Jawa Tengah province)",2011,2,6,2011,2,7,,
2011-0023-IDN,2011,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Legon Kulon, Sukasari, Pusakanegara, Pamanukan, Pusaka Jaya areas (Subang district, Jawa Barat)",2011,1,16,2011,1,20,,
2011-0088-IDN,2011,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Tangse area (Pidie district, Nangroe Aceh Darussalam province)",2011,3,10,2011,3,11,21,
2011-0153-IDN,2011,Natural,Hydrological,Landslide,,Indonesia,IDN,South-Eastern Asia,Garut district (Jawa Barat province),2011,5,6,2011,5,6,19,4
2011-0154-IDN,2011,Technological,Technological,Transport accident,MA-60,Indonesia,IDN,South-Eastern Asia,Kaimana (Papua),2011,5,7,2011,5,7,25,
2011-0260-IDN,2011,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,Ngwai,2011,7,12,2011,7,12,16,
2011-0027-IDN,2011,Technological,Technological,Transport accident,"Ferry ""Laut Teduh II""",Indonesia,IDN,South-Eastern Asia,Between Java and Sumatra Isl.,2011,1,28,2011,1,28,27,200
2011-0198-IDN,2011,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,Kalimantan province (Borneo Isl.),2011,6,6,2011,6,6,28,
2009-0174-PHL,2009,Natural,Meteorological,Storm,"Typhhon ""Dante"" (Kujira)",Philippines (the),PHL,South-Eastern Asia,Region V (Bicol region) province,2009,4,29,2009,5,5,29,8
2009-0373-PHL,2009,Natural,Meteorological,Storm,Tropical depression Maring,Philippines (the),PHL,South-Eastern Asia,"Botolan, Iba, San Antonio, San Felipe, San Marcelino areas (Zambales district, Region III (Central Luzon) province), Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal areas (Bataan district, Region III (Central Luzon) province), Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas areas (Pampanga district, Region III (Central Luzon) province), Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Calamba city (Laguna district, Region IV-A (Calabarzon) province)",2009,9,8,2009,9,9,15,
2009-0374-PHL,2009,Natural,Meteorological,Storm,Tropical Depression Nando,Philippines (the),PHL,South-Eastern Asia,"Santa Teresita area (Cagayan district, Region II (Cagayan Valley) province), Silang area (Cavite district, Region IV-A (Calabarzon) province), Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro areas (Laguna district, Region IV-A (Calabarzon) province), Pasil area (Kalinga district, Cordillera Administrative region (CAR) province)",2009,9,12,2009,9,13,3,3
2009-0422-PHL,2009,Natural,Meteorological,Storm,"Typhoon ""Pepeng"" (Parma)",Philippines (the),PHL,South-Eastern Asia,"Isabela, Nueva Vizcaya, Cagayan districts (Region II (Cagayan Valley) province), Quezon district (Region IV-A (Calabarzon) province), Albay, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Negros Occidental district (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon) provinces",2009,9,29,2009,10,10,512,207
2009-0384-MEX,2009,Natural,Meteorological,Storm,Hurricane Jimena,Mexico,MEX,Central America,"Loreto district (Zacatecas province), Comondu, Mulege, Baja California Sur districts (Baja California Sur province)",2009,9,2,2009,9,3,4,
2009-0321-PHL,2009,Natural,Meteorological,Storm,Typhoon Morakot (Kiko),Philippines (the),PHL,South-Eastern Asia,"Benguet district (Cordillera Administrative region (CAR) province), Tarlac, Zambales districts (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",2009,8,4,2009,8,8,26,18
2009-0601-USA,2009,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Texas, Nebraska, Oklahoma, Kansas, North Carolina, Alabama, Missouri, Arkansas, Pennsylvania, Tennessee, Mississippi, South Carolina, Kentucky provinces",2009,6,10,2009,6,18,1,2
2009-0244-USA,2009,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Dallas, Tarrant, Harris, Galveston, Swisher districts (Texas province)",2009,4,16,2009,4,18,6,
2009-0239-PHL,2009,Natural,Meteorological,Storm,"Topical Storm ""Feria"" (Nangka)",Philippines (the),PHL,South-Eastern Asia,"Metropolitan Manila district (National Capital region (NCR) province), Pampanga district (Region III (Central Luzon) province), Batangas, Cavite, Quezon districts (Region IV-A (Calabarzon) province), Romblon, Mindoro Oriental, Mindoro Occidental, Marinduque districts (Region IV (Southern Tagalog) province), Albay, Camarines Sur, Masbate districts (Region V (Bicol region) province), Antique district (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Region VIII (Eastern Visayas) province",2009,7,23,2009,7,26,16,5
2009-0377-MEX,2009,Natural,Hydrological,Flood,,Mexico,MEX,Central America,"Xalapa, Huatusco, Cordoba, Orizaba, Coatepec, Xico, Teocelo, Perote districts (Veracruz province)",2009,9,10,2009,9,19,3,
2009-0289-PHL,2009,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"ARMM province (Maguindanao, Shariff Kabunsuan, Lanao del Sur (Malabang, Kapatagan, Balabagan, Pualas, Calanugas areas) districts)), Region XII province (North Cotabato district (Kabacan, Midsayap, Libungan, Pigcawayan, Alamada, Aleosan, Pikit areas), Saranggani district (Kiamba , Maasim, Malapatan, Maitum, Alabel, Glan), South Cotabato district (Banga, Tupi, Norala, Polomolok, General Santos City (Barangay West, Baranguay Bawing villages) areas), Sultan Kudarat district (Lambayong, Isulan, Esperanza, Bagumbayan, Sen Ninoy Aquino, Kalamasig areas)), Region XI province (Davao del Sur district (Jose Abad Santos, Sarangani areas))",2009,7,4,2009,8,10,22,
