Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Event Name,Country,ISO,Region,Location,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured
2017-0174-BGD,2017,Natural,Hydrological,Landslide,,Bangladesh,BGD,Southern Asia,"Chittagong (Teknaf, Rangunia, Chandanaish), Rangamati, Bandarban, Cox's Bazar, Khagrachari",2017,6,12,2017,6,14,160,187
2017-0271-CAN,2017,Natural,Climatological,Wildfire,"Gustafsen, Wildwood, Elephant Hill Fires",Canada,CAN,Northern America,"Cache Creek , Ashcroft, Boston flats (Thompson Nicola), 100 Mile House , Williams Lake (Cariboo) (British Columbia)",2017,7,7,2017,9,15,,
2017-0139-BGD,2017,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,"Rajshani, Chapainawabganj (Nawabganj), Dorgapara (Rajshahi)",2017,5,1,2017,5,1,12,
2017-0138-BGD,2017,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Netrokona, Kishoreganj, Itna (Kishoreganj), Mithamoin (Kishoreganj), Austagram (Kishoreganj), Habiganj, Karimganj (Kishoreganj), Sunamganj, Moulvibazar, Sylhet",2017,3,28,2017,4,15,,
2017-0152-BGD,2017,Natural,Meteorological,Storm,Cyclone Mora,Bangladesh,BGD,Southern Asia,"Swandip, Anwara, Lohogara, Bashkhali, Sitakunda, Mirsarai, Chandanaish, Karnaphuli Thana (Chittagong district); Cohokoria, Teknaf, Moheshkhali, Kutubdia, Pekua, Ramu, Ukhiya, Shah Parir Dwip, Saint Martin’s island (Cox's Bazar district); Rangamati district (All upazillas); Nikonchori (Bandarban district); Bhola district. Khagrachhari, Feni, Noakhali districts",2017,5,30,2017,5,30,7,12
2017-0556-BGD,2017,Natural,Biological,Epidemic,Diphteria,Bangladesh,BGD,Southern Asia,Cox’s Bazar,2017,11,3,2017,12,12,15,789
2017-0396-BGD,2017,Technological,Technological,Transport accident,Migrants,Bangladesh,BGD,Southern Asia,"Bengale Gulf, near Inani",2017,9,28,2017,9,28,63,
2017-0412-BGD,2017,Technological,Technological,Transport accident,Migrants,Bangladesh,BGD,Southern Asia,Bengal Gulf,2017,10,8,2017,10,8,40,
2017-0438-BGD,2017,Technological,Technological,Transport accident,Migrants,Bangladesh,BGD,Southern Asia,,2017,10,16,2017,10,16,30,
2017-0250-BGD,2017,Technological,Technological,Industrial accident,Textil factory,Bangladesh,BGD,Southern Asia,Dacca,2017,7,3,2017,7,3,13,
2017-0527-BGD,2017,Technological,Technological,Miscellaneous accident,Rush,Bangladesh,BGD,Southern Asia,Chittagong,2017,12,18,2017,12,18,10,15
2017-0342-BGD,2017,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Dinajpur, Kurigram, Lalmonirhat, Nilphamari, Chapainawabganj, Moulvibazar, Jessore, Sylhet, Gaibandha, Sunamganj, Mymensingh, Thakurgaon, Jamalpur, Joypurhat, Naogaon, Panchagarh, Bogra, Tangail, Rangamati, Comilla, Dhaka, Faridpur, Madaripur, Brahamanbaria, Munshiganj, Natore, Sirajganj, Rangpur, Sherpur, Netrakona, Chandpur, Rajshahi",2017,8,10,2017,8,31,144,
2017-0126-CAN,2017,Natural,Hydrological,Flood,,Canada,CAN,Northern America,"Ottawa (Cumberland, Constance Bay,Fitzroy Harbour, Dunrobin, Britannia, West Carleton-March, MacLarens Landing), Champlain Township (Prescott and Russell), Lanark (Ontario); Montreal, Gatineau, Laval (Quebec); Thompson Nicola (Cache Creek, Lower Nicola Indian Band) Columbia Shushwap (Tappen), Central Okanagan (Kelowna, West Kelowna, Lake country, Fintry Delta),North Okanogan (Lumby), Okanagan Similkameen (Garnett Valley,Summerland), Kootenay Boundary (Grand Forks) (British Colombia); Canadian Maritimes; York, Sunburry (Fredericton, Maugerville), Queens (Jemseg) (New Brunswick) ; Cape Breton Island (Nova Scotia)",2017,5,5,2017,5,20,2,
2017-0471-CAN,2017,Natural,Hydrological,Flood,,Canada,CAN,Northern America,"Windsor, Tecumseh, Essex (Ontario)",2017,8,28,2017,8,29,,
2017-0053-GIN,2017,Natural,Biological,Epidemic,Measles,Guinea,GIN,Western Africa,"Nzérékoré, Gueckedou, Matoto, Ratoma, Fria, Dubreka, Kindia, Coyah, Kaloum, Dixinn, Forécariah, Matam",2017,1,,2017,3,,,122
2017-0304-GIN,2017,Natural,Hydrological,Flood,,Guinea,GIN,Western Africa,"Quartier commercial, Kwitiapolou, Wessoua, Dorota 1, Horaya, Gbanghana, Belle-Vue, Nyeh (Nzerekore prefecture)",2017,7,4,2017,7,4,,13
2018-0203-BGD,2018,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Cox’s Bazar,Rangamati",2018,6,5,2018,6,14,14,
2018-0299-CAN,2018,Natural,Climatological,Wildfire,,Canada,CAN,Northern America,Colombie-Britannique,2018,7,,2018,8,,,
2018-0140-BGD,2018,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,,2018,4,29,2018,4,30,33,
2018-0018-BGD,2018,Natural,Meteorological,Extreme temperature,,Bangladesh,BGD,Southern Asia,,2018,1,1,2018,1,10,34,
2018-0158-BGD,2018,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,,2018,5,20,2018,5,22,21,
2018-0366-CAN,2018,Natural,Meteorological,Storm,,Canada,CAN,Northern America,Ottawa; Quebec province,2018,9,21,2018,9,21,,30
2018-0195-CAN,2018,Natural,Meteorological,Extreme temperature,,Canada,CAN,Northern America,"Gatineau, Montréal, Joliette, Saint-Hyacinthe, Saint-Jean-sur-Richelieu, Drummondville, Sherbrooke ,Outaouais, Laurentides, Lanaudière, Victoriaville Trois-Rivières, Québec, La Malbaie, Kamouraska, l’Abitibi-Témiscamingue, Saguenay—Lac-Saint-Jean (Quebec)",2018,6,29,2018,7,5,70,
2018-0110-CAN,2018,Technological,Technological,Transport accident,,Canada,CAN,Northern America,Saskatchewan state,2018,4,6,2018,4,6,16,13
2018-0160-CAN,2018,Natural,Hydrological,Flood,,Canada,CAN,Northern America,British Columbia,2018,5,10,2018,5,14,,
2018-0446-GIN,2018,Technological,Technological,Transport accident,,Guinea,GIN,Western Africa,Ourékaba,2018,12,6,2018,12,6,18,10
2019-0171-CAN,2019,Natural,Hydrological,Flood,,Canada,CAN,Northern America,"Ontario, Nouveau-Brunswick, Quebec",2019,4,27,2019,5,5,1,
2019-0144-BGD,2019,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,Dhaka,2019,3,31,2019,3,31,15,
2019-0164-BGD,2019,Natural,Meteorological,Storm,Cyclone 'Fani',Bangladesh,BGD,Southern Asia,"Barguna, Kishoreganj,Noakhali, Laxmipur, Feni, Chandpur, Bhola, Patuakhali, Barishal, Pirozpur, Jhalokathi, Bagherhat, Khulna, Satkhira districts",2019,5,4,2019,5,4,39,45
2019-0063-BGD,2019,Technological,Technological,Miscellaneous accident,,Bangladesh,BGD,Southern Asia,Chawkbazar area (Dacca),2019,2,20,2019,2,20,78,70
2019-0064-BGD,2019,Technological,Technological,Miscellaneous accident,Slum,Bangladesh,BGD,Southern Asia,Chittagong,2019,2,17,2019,2,17,9,2350
2019-0127-BGD,2019,Technological,Technological,Miscellaneous accident,Building,Bangladesh,BGD,Southern Asia,Dacca,2019,3,28,2019,3,28,25,65
2019-0054-GIN,2019,Technological,Technological,Industrial accident,Gold mine,Guinea,GIN,Western Africa,Norassoba (Siguiri region),2019,2,3,2019,2,3,17,
2016-0284-MEX,2016,Natural,Meteorological,Storm,Tropical storm 'Earl',Mexico,MEX,Central America,"Puebla, Veracruz provinces",2016,8,6,2016,8,7,54,
2016-0424-MEX,2016,Natural,Hydrological,Flood,,Mexico,MEX,Central America,"Ciudad Madero, Tampico, Altamira districts (Tamaulipas province), Catemaco district (Veracruz province), Chihuahua district (Chihuahua province)",2016,11,3,2016,11,10,2,
2016-0345-IDN,2016,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Garut, Sumedang districts (Jawa Barat)",2016,9,20,2016,9,22,53,
2016-0425-IDN,2016,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,Gorontalo province (North Sulawesi region),2016,10,23,2016,11,10,2,
2016-0525-IDN,2016,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Sumatra (3 districts in Merangin regency, Jambi province), Banten (Lebak-Citorek village), Jawa Tengah (Buluhrejo, Plosorejo, Sukomakmur villages), Jawa Timur (Bojonegro, Gresik, Dukun, Bungah and Tuban (Widang, Parengan, Soko, Rengel, Plumpang)), Borneo Isl. (4 districts in West Kalimantan province)",2016,11,30,2016,12,7,10,
2016-0527-IDN,2016,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Bima city, East Rasanae, Mpuda, Raba, Rasanae West, Asakota districts (West Nusa Tenggara province)",2016,12,21,2016,12,26,,
2016-0325-MEX,2016,Natural,Hydrological,Flood,,Mexico,MEX,Central America,Acapulco (Guerrero state); Chiapas state,2016,9,3,2016,9,6,3,
2016-0456-PHL,2016,Natural,Meteorological,Storm,Tropical storm Marce (Tokage),Philippines (the),PHL,South-Eastern Asia,"Romblon, Mindoro Oriental (Region IV (Southern Tagalog) province), Antique, Capiz, Aklan, Iloilo (Region VI (Western Visayas) province), Leyte (Region VIII (Eastern Visayas) province), Surigao del Sur, Surigao del Norte, Dinagat (Region XIII (Caraga) province)",2016,11,23,2016,11,25,,
2016-0371-PHL,2016,Natural,Meteorological,Storm,Typhoon Carina (Nida),Philippines (the),PHL,South-Eastern Asia,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Cagayan, Isabela districts (Region II (Cagayan valley) province), Iloilo district (Region VI (Western Visaya) province), Northern Samar district (Region VIII (Eastern Visayas) province), Region IV (Southern Tagalog), CAR, provinces",2016,7,29,2016,7,29,,
2016-0319-MEX,2016,Natural,Meteorological,Storm,Hurricane Newton,Mexico,MEX,Central America,"Cabo San Lucas city (La Paz district, Baja California Sur province), Oaxaca, Colima, Jalisco provinces",2016,9,6,2016,9,7,11,
2016-0490-PHL,2016,Natural,Meteorological,Storm,Typhoon Helen (Megi),Philippines (the),PHL,South-Eastern Asia,"Meycauayan city, Marilao, Sta. Maria (Bulacan province)",2016,9,28,2016,9,28,,
2016-0458-IDN,2016,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,Dompu district (Nusatenggara Barat Province),2016,8,1,2016,8,1,,
2016-0475-IDN,2016,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Pidie Jaya district (Nangroe Aceh Darussalam province, Sumatra Isl.)",2016,12,7,2016,12,7,104,857
2016-0479-IDN,2016,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Karawang, Bandung districts (Jawa Barat province)",2016,11,13,2016,11,15,5,
2016-0499-IDN,2016,Technological,Technological,Transport accident,Military plane,Indonesia,IDN,South-Eastern Asia,Wamena region,2016,12,18,2016,12,18,13,
2016-0415-IDN,2016,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,Between Malaysia and Batam isl.,2016,11,2,2016,11,2,60,
2016-0411-IDN,2016,Technological,Technological,Industrial accident,Gold mine,Indonesia,IDN,South-Eastern Asia,Suamatra (Jambi),2016,10,26,2016,10,26,11,
2016-0306-IDN,2016,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Andowia, Asera, Lasolo sub-districts (North Konawe regency - Southeast Sulawesi)",2016,7,11,2016,7,19,,
2016-0333-MEX,2016,Natural,Hydrological,Flood,,Mexico,MEX,Central America,Durango city,2016,9,29,2016,10,5,5,
2016-0532-MEX,2016,Natural,Hydrological,Flood,,Mexico,MEX,Central America,"Tamaulipas, Veracruz, Chihuahua",2016,2,3,2016,2,6,2,
2016-0501-MEX,2016,Technological,Technological,Miscellaneous accident,Fireworks market,Mexico,MEX,Central America,Tultepec,2016,12,20,2016,12,20,42,72
2016-0332-MEX,2016,Natural,Hydrological,Flood,,Mexico,MEX,Central America,"Guerrero, Chiapas states",2016,9,14,2016,9,22,13,
2016-0537-PHL,2016,Natural,Geophysical,Earthquake,,Philippines (the),PHL,South-Eastern Asia,Surigao city,2016,3,30,2016,3,30,8,202
2016-0256-PHL,2016,Natural,Meteorological,Storm,Typhoon Butchoy (Nepartak),Philippines (the),PHL,South-Eastern Asia,"Zambales, Battan (Region III); Rizal, Batangas (Region IV)",2016,7,8,2016,7,8,2,2
2016-0342-PHL,2016,Natural,Meteorological,Storm,Typhoon Ferdie (Meranti),Philippines (the),PHL,South-Eastern Asia,"Ilocos Norte district (Region I (Ilocos region) province), Batanes, Cagayan districts (Region II (Cagayan valley) province)",2016,9,16,2016,9,16,,
2016-0363-PHL,2016,Natural,Meteorological,Storm,Typhoon Karen (Sarika),Philippines (the),PHL,South-Eastern Asia,"Pangasinan district (Region I (Ilocos region) province), Nueva Vizcaya, Quirino, Isabela districts (Region II (Cagayan valley) province), Aurora, Bulacan, Nueva Ecija, Zambales districts (Region III (Central Luzon) province), Quezon, Rizal, Laguna, Cavite, Batangas districts (Region IV-A (Calabarzon) province), Albay, Catanduanes, Camarines Sur, Camarines Norte, Sorsogon districts (Region V (Bicol region) province)",2016,10,16,2016,10,19,,
2016-0364-PHL,2016,Natural,Meteorological,Storm,Typhoon Lawin (Haima),Philippines (the),PHL,South-Eastern Asia,"Ilocos Norte, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan valley) province), Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Quezon, Rizal districts (Regio IV-A (Calabarzon) province), Camarines Norte, Sorgoson (Region V (Bicol region) province)), Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (Cordillera Administrative region (CAR))",2016,10,19,2016,10,21,8,
2016-0503-PHL,2016,Natural,Meteorological,Storm,Typhoon 'Nina' (Nock-Ten),Philippines (the),PHL,South-Eastern Asia,"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon); Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",2016,12,25,2016,12,26,24,
2016-0558-PHL,2016,Technological,Technological,Miscellaneous accident,Shanty town,Philippines (the),PHL,South-Eastern Asia,Manila,2016,1,1,2016,1,1,,
2016-0561-PHL,2016,Technological,Technological,Miscellaneous accident,Residential area,Philippines (the),PHL,South-Eastern Asia,Isabela city,2016,6,18,2016,6,18,,
2016-0562-PHL,2016,Technological,Technological,Miscellaneous accident,Residential area,Philippines (the),PHL,South-Eastern Asia,Zamboanga city,2016,6,21,2016,6,21,,
2016-0563-PHL,2016,Technological,Technological,Miscellaneous accident,Residential establishment,Philippines (the),PHL,South-Eastern Asia,Mandaluyong city,2016,11,13,2016,11,13,2,
2016-0377-PHL,2016,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"National Capital Region (NCR) province, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos Region) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Laguna, Rizal districts (Region IV-A (Calabarzon) province), Antique, Iloilo, Negros Occidental districts (Region VI (Western Visaya) province), Abra, Benguet, Ifugao, Mountain province districts (Cordillera Administrative region (CAR) province)",2016,8,8,2016,8,16,26,
2016-0445-PHL,2016,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Pampanga district (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",2016,8,18,2016,8,22,19,
2017-0382-MEX,2017,Natural,Geophysical,Earthquake,,Mexico,MEX,Central America,"Oaxaca (Juchitan), Chiapas (Cintapala),Tabasco states",2017,9,8,2017,9,8,98,250
2017-0168-MEX,2017,Natural,Meteorological,Storm,Beatriz,Mexico,MEX,Central America,"Sierra Madre del Sur, Sierra Madre de Chiapas Mountain ranges, Oaxaca State, San Francisco Ozolotepec, San Marcial Ozolotepec, San Pedro Quiatoni, San Carlos Yautepec, Jamiltepec, Juquila, and Pochutla, Tehuantepec in Istmo Region, Juchitan district, San Pablo Topiltepec",2017,6,1,2017,6,3,6,
2017-0334-MEX,2017,Natural,Meteorological,Storm,Hurricane 'Franklin',Mexico,MEX,Central America,"Quintana Roo State (Yucatan Peninsula); Campeche, Tabasco and Chiapas, Lechuguillas (Veracruz state); Puebla, Hidalgo states",2017,8,7,2017,8,7,,
2017-0326-PHL,2017,Natural,Meteorological,Storm,Typhoon Nesat & Haitang,Philippines (the),PHL,South-Eastern Asia,"National Capital Region (Valenzuela, Quezon, Manila, Malabon, Paranaque, Makati), Ilocos (Pangasinan, La Union, Ilocos Norte, Ilocos Sur), Central Luzon (Balagtas, Meycauayan, Marilao-Bulacan, MacabebeBrgy. Sto. Rosario - City of San Fernando -Pampanga), Calabarzon (Cavite, Rizal), Cordillera Administrative Region (CAR) (Benguet, Baguio city, Abra,Mt Province, Ifugao)",2017,7,25,2017,7,27,,
2017-0422-PHL,2017,Natural,Meteorological,Storm,Typhoon 'Damrey' / 'Ramil',Philippines (the),PHL,South-Eastern Asia,"southern Luzon: Batangas (San Juan town), Palawan (Busuanga town), Camarines Sur (Barangay Sibaguan near Sagnay town, Lagonoy), Albay, Camarines Norte (Vinzons, Mercedes), Oriental Mindoro (Calapan city), Laguna - Calabarzon, Mimaropa, and Bicol Regions",2017,11,1,2017,11,3,6,
2017-0524-PHL,2017,Natural,Meteorological,Storm,Storm 'Tembin' (Vinta),Philippines (the),PHL,South-Eastern Asia,"Valencia, (Mindanao),Salvador, Sapad, Dalama village (Tubod) (Lanao del Norte), Piagapo, Sibuco,Tugaya, Marawi (Lanao del Sud), Zamboanga del Norte, Zamboanga Sibugay, Cagayan de Oro (Misamis Oriental)",2017,12,21,2017,12,26,58,
2017-0525-PHL,2017,Natural,Meteorological,Storm,Tropical storm 'Kai-Tak' (Urduja),Philippines (the),PHL,South-Eastern Asia,"Bicol (Albay,Camarines Norte,Camarines Sur, Masbate, Sorsogon), Western Visayas (Aklan, Capiz, Iloilo), Central Visayas (Cebu), Eastern Visayas (Biliran, Leyte, Samar, Eastern Samar, Northern Samar,Southern Leyte), Caraga (Dinagat Island, Surigao del Norte), Southern Tagalog (Marinduque, Oriental Mindoro, Palawan, Romblon)",2017,12,16,2017,12,18,91,78
2017-0432-PHL,2017,Natural,Meteorological,Storm,Typhoon 'Lan'/'Paolo',Philippines (the),PHL,South-Eastern Asia,"Mimaropa (Puerto Princesa City, Palawan), Western Visayas (Negros occidental), Central Visayas (Negros oriental, Siquijor), Zamboanga peninsula (Zamboanga city, Zamboanga del Norte, Zamboanga del Sur, Zamboanga del Sibugay), Caraga (Agusan del Norte), the Autonomous Region of Muslim Mindanao (Maguindanao), Soccksargen (Sultan Kudarat) regions",2017,10,18,2017,10,20,9,
2017-0515-IDN,2017,Natural,Meteorological,Storm,Cyclone 'Cempaka',Indonesia,IDN,South-Eastern Asia,"East Java’s Pacitan Regency (Klesem village in the Kebonagung Sub-district, Sidomulyo Village in Ngadirojo Sub-district)",2017,11,28,2017,11,29,11,35
2017-0392-MEX,2017,Natural,Meteorological,Storm,Hurricane Katia,Mexico,MEX,Central America,"Tecolutla, Xalapa, Jalcomulco",2017,9,7,2017,9,8,3,
2017-0406-PHL,2017,Natural,Meteorological,Storm,Typhoon 'Doksuri',Philippines (the),PHL,South-Eastern Asia,"Central Luzon, Calabarzon (Laguna, Quezon, Cavite, Rizal), the National Capital region (Metro Manila)",2017,9,11,2017,9,15,26,
2017-0387-MEX,2017,Natural,Geophysical,Earthquake,,Mexico,MEX,Central America,"Puebla (Puebla, Cholula), Morelos (Cuernavaca, Jojutla), Mexico state, Mexico city (Roma, Reforma, Condesa, Narvarte, Napoles, Lindavista), Guerrero, Oaxaca, Chiapas",2017,9,17,2017,9,17,369,6000
2017-0206-IDN,2017,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Harapan village (East Luwu-Sulawesi Selatan), Kranggan (Setu, South Tangerang-Banten), Jakarta, Sumatra (Asahan-Sumatera Utara), Java, Borneo (Kutai Barat -Kalimatan Timur, Nunukan - Kalimantan Utara), Sulawesi Tenggara",2017,5,12,2017,5,15,7,11
2017-0111-IDN,2017,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Limapuluh Koto Regency (Sumatra province), Pangkalan, Kapur IX, Lareh Sago Halaban, Harau districts",2017,3,3,2017,3,3,8,
2017-0068-IDN,2017,Natural,Hydrological,Landslide,,Indonesia,IDN,South-Eastern Asia,"Kintamani district (Bali); Java, Lombok, and Sumbawa.",2017,2,9,2017,2,12,12,
2017-0494-IDN,2017,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Aceh Singkil district, Asahan Regency, Bandung Regency, Balangan Regency, Medan City, Pelalawan Regency, South Ogan Komering Ulu Regency, Tegal Regency",2017,11,3,2017,11,17,9,
2017-0140-PHL,2017,Natural,Geophysical,Earthquake,,Philippines (the),PHL,South-Eastern Asia,"Verde Island Passage (Tingloy, Maricaban Island). Batangas and Laguna provinces",2017,4,8,2017,4,8,,
2017-0028-PHL,2017,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Western Visayas, Central Visayas, Eastern Visayas, Zamboanga (Samboanga del Norte), Northern Mindanao (Bukidnon, Camiguin, Misamis Occidental, Misamis oriental, Lanao del Norte) Davao (Compostela, Davao del Norte, Davao del Sur, Davao Oriental), Caragan (Agusan del Norte, Agusan del Sur, Surigao del Norte), Autonomous region of Muslim Mindanao (Lanao del Sur, Maguindanao), Soccskargen (Saranggani)",2017,1,16,2017,1,31,9,
2017-0376-MEX,2017,Natural,Meteorological,Storm,Tropical storm 'Lidia',Mexico,MEX,Central America,"Cabo San Lucas, San Jose del Cabo (Baja California Sur), Comondu, Mulege, La Paz, Los Cabos, Loreto",2017,8,30,2017,9,2,20,
2017-0530-IDN,2017,Natural,Geophysical,Earthquake,,Indonesia,IDN,South-Eastern Asia,"Jakarta,West Java (Ciamis regency), Central Java (Pekalongan) and Yogyakarta,",2017,12,15,2017,12,15,4,36
2017-0147-IDN,2017,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Magelang district (Nipis, Sambungrejo, Citrosono villages) (Central Java provinces)",2017,4,29,2017,4,29,12,4
2017-0576-IDN,2017,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"East Lombok Regency (West Nusa Tenggara province), Keruak, Jerowaru, Sakra and West Sakra districts",2017,11,19,2017,11,24,2,
2017-0177-IDN,2017,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Kalimantan (Borneo) and Sulawesi (Celebes): Lampasio, Baolan, Galang, Dako Pamean sub-districts (Toli-toli), Mongkonai area of Kotamugabu City (Bolaangmongondow), districts of Limboto, West Limboto, and Tibawa (Gorontalo), city of Sukadana (Ketapang)",2017,6,1,2017,6,3,4,
2017-0102-IDN,2017,Natural,Hydrological,Landslide,,Indonesia,IDN,South-Eastern Asia,Ponorogo discrict (Java province),2017,4,1,2017,4,1,28,17
2017-0277-IDN,2017,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,"Probolinggo, between Bali and Malang, East Java",2017,7,14,2017,7,14,10,9
2017-0278-IDN,2017,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,"West Java, Cianjur",2017,4,30,2017,4,30,11,50
2017-0001-IDN,2017,Technological,Technological,Transport accident,,Indonesia,IDN,South-Eastern Asia,Near Jakarta,2017,1,1,2017,1,1,40,
2017-0429-IDN,2017,Technological,Technological,Industrial accident,Firework factory,Indonesia,IDN,South-Eastern Asia,Tangerang (Jakarta),2017,10,26,2017,10,26,46,10
2017-0059-IDN,2017,Natural,Hydrological,Flood,,Indonesia,IDN,South-Eastern Asia,"Jakarta (Bekasi, Jakarta)",2017,2,21,2017,2,21,2,
2017-0393-IDN,2017,Natural,Geophysical,Volcanic activity,Mt. Agung,Indonesia,IDN,South-Eastern Asia,Bali (Karangasem),2017,9,22,2017,11,28,,
2017-0498-MEX,2017,Natural,Hydrological,Flood,,Mexico,MEX,Central America,"Nuevo Laredo, Madero, Altamira, Tampico, Guemez, Hidalgo (Tamaulipas)",2017,9,26,2017,10,7,2,
2017-0100-MEX,2017,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Between Guerrero and Michoacan states,2017,4,13,2017,4,13,24,9
2017-0210-MEX,2017,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Motozintla (Chiapas state),2017,5,21,2017,5,21,17,31
2017-0518-MEX,2017,Technological,Technological,Transport accident,,Mexico,MEX,Central America,,2017,12,12,2017,12,12,11,12
2017-0523-MEX,2017,Technological,Technological,Transport accident,,Mexico,MEX,Central America,Quintana Roo state,2017,12,19,2017,12,19,12,2
2017-0127-MEX,2017,Technological,Technological,Miscellaneous accident,Firework depot,Mexico,MEX,Central America,San Isidro (Chilchotla region),2017,5,8,2017,5,9,14,22
2017-0050-PHL,2017,Natural,Geophysical,Earthquake,,Philippines (the),PHL,South-Eastern Asia,Surigao Del Norte district (Region XIII (Caraga) province),2017,2,10,2017,2,10,8,202
2017-0247-PHL,2017,Natural,Geophysical,Earthquake,,Philippines (the),PHL,South-Eastern Asia,"Kananga (Leyte Isl), Ormoc City, Carigara",2017,7,6,2017,7,6,3,448
2017-0497-PHL,2017,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Bacolod, Sipalay, Bago, Talisay, La Carlota, Hinobaan, Binalbagan, Pontevedra (Negros Occidental province-Western Visayas Region)",2017,9,22,2017,9,24,,
2017-0142-PHL,2017,Natural,Meteorological,Storm,Tropical depression 02W (Crising),Philippines (the),PHL,South-Eastern Asia,"Cebu Isl. (Carmen, Danao City)",2017,4,15,2017,4,15,10,10
2017-0485-PHL,2017,Natural,Meteorological,Storm,Tropical storm 'Pakhar'/'Jolina',Philippines (the),PHL,South-Eastern Asia,"Ilocos, Cagayan Valley, Central Luzon, Cordillera Regions",2017,8,25,2017,8,26,,
2017-0098-PHL,2017,Technological,Technological,Transport accident,,Philippines (the),PHL,South-Eastern Asia,Nueva Ecija province,2017,4,18,2017,4,18,25,22
2017-0537-PHL,2017,Technological,Technological,Transport accident,Bus collision,Philippines (the),PHL,South-Eastern Asia,Agoo,2017,12,25,2017,12,25,20,26
2017-0522-PHL,2017,Technological,Technological,Transport accident,Ferry 'Mercraft 3',Philippines (the),PHL,South-Eastern Asia,,2017,12,21,2017,12,21,14,
2017-0571-PHL,2017,Technological,Technological,Industrial accident,Export facility factory,Philippines (the),PHL,South-Eastern Asia,Cavite (Manilla),2017,2,1,2017,2,1,,126
2017-0065-PHL,2017,Technological,Technological,Miscellaneous accident,Slum,Philippines (the),PHL,South-Eastern Asia,Manilla,2017,2,7,2017,2,8,,7
2017-0536-PHL,2017,Technological,Technological,Miscellaneous accident,Shopping mall,Philippines (the),PHL,South-Eastern Asia,Davao,2017,12,23,2017,12,23,39,
2017-0226-PHL,2017,Natural,Hydrological,Flood,,Philippines (the),PHL,South-Eastern Asia,"Mindanao (Agusan del Sur, Compostela Valley, Agusan del Norte, Davao Oriental, Lanao del Sur and Maguindanao)",2017,2,1,2017,2,7,13,
